id,workload,iteration,metric,core,freq,value,units
a7_10_1,dhrystone,1,A7_power,A7,1000000,0.076,Watts
a7_10_1,dhrystone,1,A7_voltage,A7,1000000,0.829,Volts
a7_10_1,dhrystone,1,A7_energy,A7,1000000,148.289,Joules
a7_10_1,dhrystone,1,A15c_power,A7,1000000,0.005,Watts
a7_10_1,dhrystone,1,A15c_voltage,A7,1000000,1.058,Volts
a7_10_1,dhrystone,1,A15c_energy,A7,1000000,9.742,Joules
a7_10_1,dhrystone,1,A15b_power,A7,1000000,0.004,Watts
a7_10_1,dhrystone,1,A15b_voltage,A7,1000000,1.058,Volts
a7_10_1,dhrystone,1,A15b_energy,A7,1000000,7.48,Joules
a7_10_1,dhrystone,1,A15a_power,A7,1000000,0.005,Watts
a7_10_1,dhrystone,1,A15a_voltage,A7,1000000,1.058,Volts
a7_10_1,dhrystone,1,A15a_energy,A7,1000000,10.396,Joules
a7_11_1,dhrystone,1,thread 0 score,A7,1104000,1242751,
a7_11_1,dhrystone,1,thread 0 DMIPS,A7,1104000,707,
a7_11_1,dhrystone,1,time,A7,1104000,12.147159,seconds
a7_11_1,dhrystone,1,total DMIPS,A7,1104000,707,
a7_11_1,dhrystone,1,total score,A7,1104000,1242751,
a7_11_1,dhrystone,1,execution_time,A7,1104000,16.1989469528,seconds
a7_11_1,dhrystone,1,A7_power,A7,1104000,0.095,Watts
a7_11_1,dhrystone,1,A7_voltage,A7,1104000,0.873,Volts
a7_11_1,dhrystone,1,A7_energy,A7,1104000,166.331,Joules
a7_11_1,dhrystone,1,A15c_power,A7,1104000,0.005,Watts
a7_11_1,dhrystone,1,A15c_voltage,A7,1104000,1.058,Volts
a7_11_1,dhrystone,1,A15c_energy,A7,1104000,8.557,Joules
a7_11_1,dhrystone,1,A15b_power,A7,1104000,0.005,Watts
a7_11_1,dhrystone,1,A15b_voltage,A7,1104000,1.058,Volts
a7_11_1,dhrystone,1,A15b_energy,A7,1104000,8.385,Joules
a7_11_1,dhrystone,1,A15a_power,A7,1104000,0.005,Watts
a7_11_1,dhrystone,1,A15a_voltage,A7,1104000,1.058,Volts
a7_11_1,dhrystone,1,A15a_energy,A7,1104000,8.322,Joules
a7_12_1,dhrystone,1,thread 0 score,A7,1200000,1352570,
a7_12_1,dhrystone,1,thread 0 DMIPS,A7,1200000,770,
a7_12_1,dhrystone,1,time,A7,1200000,11.17404,seconds
a7_12_1,dhrystone,1,total DMIPS,A7,1200000,770,
a7_12_1,dhrystone,1,total score,A7,1200000,1352570,
a7_12_1,dhrystone,1,execution_time,A7,1200000,15.1510949135,seconds
a7_12_1,dhrystone,1,A7_power,A7,1200000,0.113,Watts
a7_12_1,dhrystone,1,A7_voltage,A7,1200000,0.916,Volts
a7_12_1,dhrystone,1,A7_energy,A7,1200000,187.029,Joules
a7_12_1,dhrystone,1,A15c_power,A7,1200000,0.005,Watts
a7_12_1,dhrystone,1,A15c_voltage,A7,1200000,1.058,Volts
a7_12_1,dhrystone,1,A15c_energy,A7,1200000,8.907,Joules
a7_12_1,dhrystone,1,A15b_power,A7,1200000,0.003,Watts
